"year","board_number","board_name","board_type","junior_kindergarten_enrolment","kindergarten_enrolment","grade_1_enrolment","grade_2_enrolment","grade_3_enrolment","grade_4_enrolment","grade_5_enrolment","grade_6_enrolment","grade_7_enrolment","grade_8_enrolment","total_enrolment"
"2021-2022","B67067","Peterborough Victoria Northumberland and Clarington CDSB","Cath Dist Sch Brd (E/F)",815,900,990,1035,1030,1050,1055,1135,1050,1095,10145
"2021-2022","B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)",790,825,895,935,920,885,935,920,935,1035,9075
"2021-2022","B28053","Rainy River DSB","Pub Dist Sch Brd (E/F)",135,145,160,160,165,160,170,170,180,200,1650
"2021-2022","B67199","Renfrew County CDSB","Cath Dist Sch Brd (E/F)",330,345,395,375,385,370,370,365,355,385,3675
"2021-2022","B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)",550,615,630,645,630,600,600,650,640,600,6155
"2021-2022","B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)",3505,3780,3775,4050,3760,3815,3825,3955,4060,3965,38490
"2021-2022","B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)",1365,1530,1525,1535,1545,1565,1570,1620,1695,1675,15630
"2021-2022","B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)",540,600,580,555,630,600,655,680,660,670,6175
"2021-2022","B29033","Sudbury CDSB","Cath Dist Sch Brd (E/F)",360,420,435,450,490,470,420,440,495,465,4440
"2021-2022","B29076","Superior North CDSB","Cath Dist Sch Brd (E/F)",60,75,65,60,65,65,75,70,60,65,670
"2021-2022","B28070","Superior-Greenstone DSB","Pub Dist Sch Brd (E/F)",65,65,70,75,55,80,75,85,70,95,730
"2021-2022","B66044","Thames Valley DSB","Pub Dist Sch Brd (E/F)",4975,5360,5715,5685,5660,5805,5880,5750,6050,6135,57015
"2021-2022","B29068","Thunder Bay CDSB","Cath Dist Sch Brd (E/F)",420,440,460,485,520,505,570,515,555,520,4985
"2021-2022","B67059","Toronto CDSB","Cath Dist Sch Brd (E/F)",4945,5295,5655,5875,5800,6025,5925,6155,6200,6285,58155
"2021-2022","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)",14725,15795,16215,16410,16550,16785,16170,16360,16170,16575,161755
"2021-2022","B66087","Trillium Lakelands DSB","Pub Dist Sch Brd (E/F)",1070,1195,1185,1095,1115,1160,1165,1205,1140,1245,11575
"2021-2022","B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)",1655,1770,1755,1785,1840,1855,1805,1855,1905,1905,18125
"2021-2022","B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)",2260,2400,2380,2425,2410,2500,2435,2395,2485,2475,24170
"2021-2022","B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)",1460,1720,1725,1755,1685,1755,1715,1675,1800,1765,17050
"2021-2022","B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)",3840,4210,4455,4440,4350,4500,4470,4605,4595,4640,44110
"2021-2022","B67130","Wellington CDSB","Cath Dist Sch Brd (E/F)",465,565,595,625,585,565,600,580,630,640,5855
"2021-2022","B67024","Windsor-Essex CDSB","Cath Dist Sch Brd (E/F)",1100,1220,1255,1300,1300,1385,1335,1335,1445,1470,13145
"2021-2022","B67075","York CDSB","Cath Dist Sch Brd (E/F)",2245,2570,2835,2975,3265,3475,3540,3605,3785,3840,32140
"2021-2022","B66095","York Region DSB","Pub Dist Sch Brd (E/F)",6330,7115,8040,8400,8435,9380,8855,9200,9470,9705,84925
"2021-2022","N/A","Provincial Total",NA,120525,131155,136515,138930,139650,143480,142285,144230,146755,149035,1392565
"2022-2023","B28010","Algoma DSB","Pub Dist Sch Brd (E/F)",615,735,690,680,735,685,685,725,700,795,7050
"2022-2023","B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)",720,795,785,840,800,800,875,795,815,755,7980
"2022-2023","B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)",1065,1030,1085,1030,1100,1055,975,1035,1065,1110,10545
"2022-2023","B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)",1245,1295,1275,1390,1390,1350,1365,1320,1405,1305,13340
"2022-2023","B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)",750,735,850,785,780,785,805,740,750,750,7720
"2022-2023","B67008","Bruce-Grey CDSB","Cath Dist Sch Brd (E/F)",325,325,330,310,365,305,275,325,275,315,3150
"2022-2023","B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)",870,870,950,1010,945,975,950,925,1070,1075,9635
"2022-2023","B66303","CS Viamonde","Pub Dist Sch Brd (E/F)",1060,1115,1165,1100,1200,1100,1090,1030,930,915,10710
"2022-2023","B67318","CS catholique MonAvenir","Cath Dist Sch Brd (E/F)",960,1055,1155,1250,1210,1260,1255,1270,1285,1250,11940
"2022-2023","B28118","CS public du Grand Nord de l'Ontario","Pub Dist Sch Brd (E/F)",195,210,220,205,190,200,190,190,170,185,1955
"2022-2023","B28100","CS public du Nord-Est de l'Ontario","Pub Dist Sch Brd (E/F)",185,175,180,175,180,170,180,160,125,135,1665
"2022-2023","B29114","CSDC Franco-Nord","Cath Dist Sch Brd (E/F)",160,165,175,160,160,205,175,180,225,195,1795
"2022-2023","B67326","CSDC de l'Est ontarien","Cath Dist Sch Brd (E/F)",735,815,815,805,815,760,720,780,750,755,7755
"2022-2023","B29130","CSDC des Aurores boréales","Cath Dist Sch Brd (E/F)",65,80,75,70,70,65,65,55,65,65,675
"2022-2023","B29106","CSDC des Grandes Rivières","Cath Dist Sch Brd (E/F)",345,410,380,390,385,395,375,385,375,420,3860
"2022-2023","B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)",1810,1790,1910,1970,1950,1990,2015,1935,1885,1925,19180
"2022-2023","B29122","CSDC du Nouvel-Ontario","Cath Dist Sch Brd (E/F)",380,400,435,475,455,395,425,430,425,400,4220
"2022-2023","B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)",745,740,745,745,780,730,740,740,690,695,7345
"2022-2023","B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)",1150,1280,1325,1305,1400,1365,1345,1265,1280,1175,12895
"2022-2023","B66150","DSB Niagara","Pub Dist Sch Brd (E/F)",2575,2765,2820,2725,2845,2785,2860,2820,2865,3060,28115
"2022-2023","B28002","DSB Ontario North East","Pub Dist Sch Brd (E/F)",365,395,450,460,460,470,510,450,460,515,4530
"2022-2023","B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)",3440,3745,3915,4235,4230,4300,4540,4580,4675,4785,42445
"2022-2023","B67105","Durham CDSB","Cath Dist Sch Brd (E/F)",1320,1420,1450,1605,1560,1535,1520,1490,1655,1655,15215
"2022-2023","B66060","Durham DSB","Pub Dist Sch Brd (E/F)",4980,5075,5330,5335,5365,5265,5575,5725,5610,5720,53980
"2022-2023","B66168","Grand Erie DSB","Pub Dist Sch Brd (E/F)",1735,1895,1965,1970,1905,1945,1875,1965,1995,1970,19215
"2022-2023","B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)",2085,2325,2385,2350,2430,2445,2645,2630,2690,2755,24745
"2022-2023","B67113","Halton CDSB","Cath Dist Sch Brd (E/F)",1710,1820,2125,2155,2305,2375,2395,2510,2495,2545,22435
"2022-2023","B66133","Halton DSB","Pub Dist Sch Brd (E/F)",3655,4005,4390,4385,4565,4725,4850,5010,5000,5325,45915
"2022-2023","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)",1685,1865,1895,2000,1910,1925,1905,1975,1950,2005,19115
"2022-2023","B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)",3465,3675,3690,3645,3710,3740,3835,3695,3705,3765,36930
"2022-2023","B66222","Hastings & Prince Edward DSB","Pub Dist Sch Brd (E/F)",995,1045,1080,1030,980,1135,1070,1110,1145,1120,10715
"2022-2023","B67016","Huron Perth CDSB","Cath Dist Sch Brd (E/F)",295,320,300,335,330,305,400,310,315,315,3225
"2022-2023","B29025","Huron-Superior CDSB","Cath Dist Sch Brd (E/F)",285,325,325,360,400,380,435,385,390,335,3620
"2022-2023","B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)",2395,2565,2685,2615,2605,2665,2565,2520,2450,2555,25615
"2022-2023","B28045","Keewatin-Patricia DSB","Pub Dist Sch Brd (E/F)",260,290,300,295,270,285,300,290,305,310,2910
"2022-2023","B29050","Kenora CDSB","Cath Dist Sch Brd (E/F)",75,100,65,70,70,80,100,115,105,115,895
"2022-2023","B28061","Lakehead DSB","Pub Dist Sch Brd (E/F)",625,695,635,675,655,645,645,600,645,635,6455
"2022-2023","B66036","Lambton Kent DSB","Pub Dist Sch Brd (E/F)",1370,1460,1435,1560,1500,1450,1495,1525,1510,1565,14875
"2022-2023","B66206","Limestone DSB","Pub Dist Sch Brd (E/F)",1205,1350,1435,1350,1355,1350,1355,1370,1450,1475,13690
"2022-2023","B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)",1315,1485,1530,1590,1690,1625,1625,1575,1555,1545,15530
"2022-2023","B15199","Moose Factory Island DSAB","Public School Board",20,25,40,25,35,40,35,25,15,10,275
"2022-2023","B15202","Moosonee DSAB","Public School Board",25,25,30,25,30,25,30,25,25,30,265
"2022-2023","B28037","Near North DSB","Pub Dist Sch Brd (E/F)",585,690,680,685,715,690,690,765,715,760,6980
"2022-2023","B67156","Niagara CDSB","Cath Dist Sch Brd (E/F)",1250,1345,1415,1480,1440,1470,1455,1525,1520,1535,14435
"2022-2023","B29017","Nipissing-Parry Sound CDSB","Cath Dist Sch Brd (E/F)",160,195,200,220,205,210,195,205,195,225,2010
"2022-2023","B29009","Northeastern CDSB","Cath Dist Sch Brd (E/F)",150,180,220,170,220,205,205,225,180,205,1965
"2022-2023","B29041","Northwest CDSB","Cath Dist Sch Brd (E/F)",115,120,120,130,110,130,130,115,140,120,1230
"2022-2023","B67180","Ottawa CSB","Cath Dist Sch Brd (E/F)",2505,2750,2980,3085,3115,3255,3425,3340,3645,3605,31705
"2022-2023","B66184","Ottawa-Carleton DSB","Pub Dist Sch Brd (E/F)",4355,4870,4970,5080,5235,5235,5325,5425,5290,5435,51225
"2022-2023","B66125","Peel DSB","Pub Dist Sch Brd (E/F)",9680,10285,10565,10575,10510,11005,11175,11110,11285,11385,107575
"2022-2023","B79910","Penetanguishene PSSB","Prot Sep Sch Brd (Sch Auth)",40,40,35,50,45,35,30,30,20,30,360
"2022-2023","B67067","Peterborough Victoria Northumberland and Clarington CDSB","Cath Dist Sch Brd (E/F)",850,865,920,1015,1055,1055,1075,1075,1125,1070,10095
"2022-2023","B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)",790,900,905,940,965,950,915,980,930,990,9270
"2022-2023","B28053","Rainy River DSB","Pub Dist Sch Brd (E/F)",145,150,150,155,155,165,160,160,180,170,1590
"2022-2023","B67199","Renfrew County CDSB","Cath Dist Sch Brd (E/F)",310,355,350,405,380,400,365,375,365,375,3685
"2022-2023","B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)",595,625,645,650,650,640,620,610,675,630,6350
"2022-2023","B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)",3640,3875,4070,3895,4135,3855,3940,3860,4060,4150,39480
"2022-2023","B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)",1495,1510,1620,1625,1575,1620,1630,1620,1655,1730,16085
"2022-2023","B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)",540,570,625,600,570,635,610,665,675,670,6165
"2022-2023","B29033","Sudbury CDSB","Cath Dist Sch Brd (E/F)",335,380,435,460,460,500,495,425,495,525,4505
"2022-2023","B29076","Superior North CDSB","Cath Dist Sch Brd (E/F)",50,65,80,70,60,65,70,75,70,60,670
"2022-2023","B28070","Superior-Greenstone DSB","Pub Dist Sch Brd (E/F)",70,65,65,75,85,55,80,75,90,80,740
"2022-2023","B66044","Thames Valley DSB","Pub Dist Sch Brd (E/F)",5250,5565,5715,5970,5850,5905,6000,6115,5950,6180,58505
"2022-2023","B29068","Thunder Bay CDSB","Cath Dist Sch Brd (E/F)",395,435,450,465,485,535,505,575,495,550,4890
"2022-2023","B67059","Toronto CDSB","Cath Dist Sch Brd (E/F)",4755,5260,5495,5745,5955,5835,6090,5970,6205,6275,57585
"2022-2023","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)",15415,16165,16405,16415,16580,16660,16765,16075,16165,16535,163185
"2022-2023","B66087","Trillium Lakelands DSB","Pub Dist Sch Brd (E/F)",1080,1180,1235,1230,1125,1155,1185,1185,1220,1155,11755
"2022-2023","B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)",1695,1850,1875,1820,1875,1915,1915,1870,1895,1990,18700
"2022-2023","B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)",2325,2415,2460,2400,2455,2430,2540,2465,2395,2520,24415
"2022-2023","B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)",1640,1650,1790,1810,1845,1755,1805,1795,1755,1850,17695
"2022-2023","B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)",4125,4310,4375,4520,4535,4430,4505,4500,4585,4700,44585
"2022-2023","B67130","Wellington CDSB","Cath Dist Sch Brd (E/F)",520,515,590,610,645,610,585,605,600,640,5920
"2022-2023","B67024","Windsor-Essex CDSB","Cath Dist Sch Brd (E/F)",1195,1255,1325,1330,1370,1355,1445,1385,1420,1520,13605
"2022-2023","B67075","York CDSB","Cath Dist Sch Brd (E/F)",2255,2475,2810,2910,3050,3305,3545,3610,3625,3820,31400
"2022-2023","B66095","York Region DSB","Pub Dist Sch Brd (E/F)",6320,7200,8120,8405,8755,8800,9725,9245,9510,9845,85930
"2022-2023","   ","Provincial Total",NA,123895,132800,138510,140500,142315,142970,146270,145050,146410,149675,1408390
"2023-2024","B28010","Algoma DSB","Pub Dist Sch Brd (E/F)",585,665,745,695,690,745,705,700,765,770,7060
"2023-2024","B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)",720,775,845,810,870,815,815,900,770,835,8160
"2023-2024","B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)",1045,1100,1035,1070,1045,1095,1070,980,1050,1070,10565
"2023-2024","B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)",1265,1335,1320,1310,1420,1390,1380,1400,1340,1430,13590
"2023-2024","B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)",680,835,785,890,820,830,820,850,770,775,8055
"2023-2024","B67008","Bruce-Grey CDSB","Cath Dist Sch Brd (E/F)",285,330,340,340,315,370,305,285,325,285,3175
"2023-2024","B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)",790,920,900,980,1050,955,1005,975,1035,1090,9705
"2023-2024","B66303","CS Viamonde","Pub Dist Sch Brd (E/F)",1075,1115,1135,1160,1080,1190,1085,1060,870,895,10670
"2023-2024","B67318","CS catholique MonAvenir","Cath Dist Sch Brd (E/F)",890,985,1085,1150,1275,1185,1250,1250,1300,1280,11650
"2023-2024","B28118","CS public du Grand Nord de l'Ontario","Pub Dist Sch Brd (E/F)",205,210,215,220,205,185,195,185,175,175,1970
"2023-2024","B28100","CS public du Nord-Est de l'Ontario","Pub Dist Sch Brd (E/F)",145,190,185,170,180,175,165,160,110,115,1595
"2023-2024","B29114","CSDC Franco-Nord","Cath Dist Sch Brd (E/F)",160,160,160,160,155,165,195,175,205,225,1755
"2023-2024","B67326","CSDC de l'Est ontarien","Cath Dist Sch Brd (E/F)",720,770,825,830,820,825,760,755,755,740,7805
"2023-2024","B29130","CSDC des Aurores boréales","Cath Dist Sch Brd (E/F)",75,70,85,70,75,70,60,70,55,65,690
"2023-2024","B29106","CSDC des Grandes Rivières","Cath Dist Sch Brd (E/F)",370,340,400,375,375,380,390,365,390,370,3755
"2023-2024","B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)",1850,1960,1915,2025,2040,2035,2040,2045,1855,1965,19725
"2023-2024","B29122","CSDC du Nouvel-Ontario","Cath Dist Sch Brd (E/F)",385,395,400,430,470,460,395,415,405,405,4155
"2023-2024","B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)",750,785,745,730,735,770,715,715,690,680,7315
"2023-2024","B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)",1105,1260,1320,1345,1315,1385,1350,1340,1225,1305,12955
"2023-2024","B66150","DSB Niagara","Pub Dist Sch Brd (E/F)",2525,2815,2945,2950,2860,2970,2940,2965,2935,2960,28870
"2023-2024","B28002","DSB Ontario North East","Pub Dist Sch Brd (E/F)",380,385,415,455,465,470,475,505,475,490,4515
"2023-2024","B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)",3335,3605,3835,3975,4260,4245,4300,4575,4565,4720,41410
"2023-2024","B67105","Durham CDSB","Cath Dist Sch Brd (E/F)",1405,1470,1545,1525,1685,1630,1590,1600,1575,1695,15725
"2023-2024","B66060","Durham DSB","Pub Dist Sch Brd (E/F)",5095,5330,5435,5560,5565,5540,5455,5775,5885,5805,55440
"2023-2024","B66168","Grand Erie DSB","Pub Dist Sch Brd (E/F)",1840,1925,1965,2035,2010,1970,1990,1945,2010,2040,19730
"2023-2024","B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)",2090,2315,2380,2440,2405,2505,2515,2680,2640,2745,24710
"2023-2024","B67113","Halton CDSB","Cath Dist Sch Brd (E/F)",1645,1805,1945,2145,2240,2350,2425,2440,2530,2530,22060
"2023-2024","B66133","Halton DSB","Pub Dist Sch Brd (E/F)",3405,3980,4285,4645,4525,4720,4815,5030,5120,5105,45630
"2023-2024","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)",1740,1830,1940,1950,2070,1980,2020,1970,2040,2000,19540
"2023-2024","B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)",3465,3755,3835,3770,3690,3760,3815,3885,3760,3830,37565
"2023-2024","B66222","Hastings & Prince Edward DSB","Pub Dist Sch Brd (E/F)",955,1075,1065,1085,1065,1015,1150,1090,1130,1155,10785
"2023-2024","B67016","Huron Perth CDSB","Cath Dist Sch Brd (E/F)",300,305,320,305,345,335,315,405,315,325,3260
"2023-2024","B29025","Huron-Superior CDSB","Cath Dist Sch Brd (E/F)",290,315,360,345,385,430,395,445,395,385,3740
"2023-2024","B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)",2440,2510,2635,2710,2655,2625,2685,2605,2510,2450,25820
"2023-2024","B28045","Keewatin-Patricia DSB","Pub Dist Sch Brd (E/F)",280,265,285,295,300,285,290,300,305,290,2895
"2023-2024","B29050","Kenora CDSB","Cath Dist Sch Brd (E/F)",80,85,110,70,75,70,80,95,125,115,910
"2023-2024","B28061","Lakehead DSB","Pub Dist Sch Brd (E/F)",615,655,690,640,675,645,650,655,580,640,6445
"2023-2024","B66036","Lambton Kent DSB","Pub Dist Sch Brd (E/F)",1340,1430,1490,1455,1590,1525,1470,1500,1545,1535,14875
"2023-2024","B66206","Limestone DSB","Pub Dist Sch Brd (E/F)",1255,1270,1360,1455,1375,1385,1375,1360,1420,1455,13720
"2023-2024","B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)",1415,1525,1615,1710,1730,1840,1775,1740,1685,1620,16665
"2023-2024","B15199","Moose Factory Island DSAB","Public School Board",20,25,30,40,35,40,35,40,0,10,280
"2023-2024","B15202","Moosonee DSAB","Public School Board",15,30,20,30,20,30,25,30,25,20,240
"2023-2024","B28037","Near North DSB","Pub Dist Sch Brd (E/F)",625,630,705,700,690,715,725,705,755,760,7020
"2023-2024","B67156","Niagara CDSB","Cath Dist Sch Brd (E/F)",1365,1380,1435,1500,1520,1530,1560,1505,1565,1585,14940
"2023-2024","B29017","Nipissing-Parry Sound CDSB","Cath Dist Sch Brd (E/F)",165,175,205,205,235,215,225,195,210,195,2020
"2023-2024","B29009","Northeastern CDSB","Cath Dist Sch Brd (E/F)",145,170,200,230,190,235,210,235,220,180,2010
"2023-2024","B29041","Northwest CDSB","Cath Dist Sch Brd (E/F)",100,110,120,120,130,110,125,130,95,100,1140
"2023-2024","B67180","Ottawa CSB","Cath Dist Sch Brd (E/F)",2800,2830,3005,3230,3315,3360,3485,3615,3825,3925,33390
"2023-2024","B66184","Ottawa-Carleton DSB","Pub Dist Sch Brd (E/F)",4345,4730,5070,5100,5105,5325,5325,5385,5185,5410,50980
"2023-2024","B66125","Peel DSB","Pub Dist Sch Brd (E/F)",9495,10150,10600,10545,10530,10530,11015,11135,11215,11320,106530
"2023-2024","B79910","Penetanguishene PSSB","Prot Sep Sch Brd (Sch Auth)",30,40,40,35,55,45,35,30,25,20,350
"2023-2024","B67067","Peterborough Victoria Northumberland and Clarington CDSB","Cath Dist Sch Brd (E/F)",890,895,910,940,1045,1085,1100,1080,1100,1125,10165
"2023-2024","B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)",770,850,920,930,960,990,985,950,985,955,9300
"2023-2024","B28053","Rainy River DSB","Pub Dist Sch Brd (E/F)",125,155,145,150,145,150,155,155,180,210,1580
"2023-2024","B67199","Renfrew County CDSB","Cath Dist Sch Brd (E/F)",345,325,360,365,410,385,410,360,375,370,3710
"2023-2024","B66214","Renfrew County DSB","Pub Dist Sch Brd (E/F)",570,635,635,650,645,655,645,645,615,670,6360
"2023-2024","B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)",3615,3860,4025,4125,3995,4200,3940,3990,3955,4160,39860
"2023-2024","B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)",1510,1675,1635,1680,1710,1680,1670,1685,1690,1715,16645
"2023-2024","B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)",615,585,600,650,625,595,655,645,680,690,6340
"2023-2024","B29033","Sudbury CDSB","Cath Dist Sch Brd (E/F)",370,370,415,475,480,480,515,510,500,535,4650
"2023-2024","B29076","Superior North CDSB","Cath Dist Sch Brd (E/F)",65,60,75,85,75,65,70,75,75,70,715
"2023-2024","B28070","Superior-Greenstone DSB","Pub Dist Sch Brd (E/F)",40,60,75,60,75,75,55,70,75,90,675
"2023-2024","B66044","Thames Valley DSB","Pub Dist Sch Brd (E/F)",5315,5595,5710,5865,6045,6010,6000,6110,6285,6075,59010
"2023-2024","B29068","Thunder Bay CDSB","Cath Dist Sch Brd (E/F)",380,415,440,460,475,510,540,495,560,495,4770
"2023-2024","B67059","Toronto CDSB","Cath Dist Sch Brd (E/F)",4980,5180,5575,5740,6005,6155,6065,6315,6160,6405,58585
"2023-2024","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)",15060,16275,16610,16580,16445,16760,16740,16775,15940,16575,163770
"2023-2024","B66087","Trillium Lakelands DSB","Pub Dist Sch Brd (E/F)",1110,1130,1215,1240,1250,1150,1165,1195,1210,1230,11900
"2023-2024","B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)",1720,1845,1900,1920,1895,1920,1980,1955,1880,1955,18965
"2023-2024","B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)",2260,2370,2425,2460,2425,2495,2460,2595,2515,2425,24435
"2023-2024","B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)",1715,1865,1795,1940,1965,1995,1855,1920,1920,1860,18830
"2023-2024","B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)",3935,4475,4370,4435,4510,4575,4470,4545,4480,4635,44425
"2023-2024","B67130","Wellington CDSB","Cath Dist Sch Brd (E/F)",570,570,545,615,630,680,645,615,625,615,6120
"2023-2024","B67024","Windsor-Essex CDSB","Cath Dist Sch Brd (E/F)",1265,1320,1350,1410,1420,1470,1395,1545,1525,1500,14195
"2023-2024","B67075","York CDSB","Cath Dist Sch Brd (E/F)",2135,2430,2700,2920,2975,3100,3360,3600,3630,3645,30500
"2023-2024","B66095","York Region DSB","Pub Dist Sch Brd (E/F)",6005,7000,8150,8490,8760,9170,9175,10215,9660,9945,86575
"2023-2024","N/A","Provincial Total",NA,123460,133070,138910,142210,143700,145810,146035,149245,147365,149845,1419640
"2024-2025","B28010","Algoma DSB","Pub Dist Sch Brd (E/F)",585,615,680,730,710,695,745,710,750,810,7025
"2024-2025","B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)",795,765,830,865,855,915,845,855,885,810,8420
"2024-2025","B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)",1000,1065,1120,1040,1075,1050,1100,1075,985,1065,10570
"2024-2025","B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)",1205,1340,1360,1340,1345,1465,1420,1410,1420,1375,13675
"2024-2025","B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)",720,765,885,810,930,850,875,870,865,795,8365
"2024-2025","B67008","Bruce-Grey CDSB","Cath Dist Sch Brd (E/F)",325,305,355,345,365,325,380,315,290,325,3330
"2024-2025","B67172","CDSB of Eastern Ontario","Cath Dist Sch Brd (E/F)",755,865,955,925,1000,1065,975,1020,1095,1070,9725
"2024-2025","B66303","CS Viamonde","Pub Dist Sch Brd (E/F)",1120,1135,1150,1150,1155,1090,1190,1065,940,865,10855
"2024-2025","B67318","CS catholique MonAvenir","Cath Dist Sch Brd (E/F)",960,950,1025,1130,1160,1260,1170,1220,1290,1285,11450
"2024-2025","B28118","CS public du Grand Nord de l'Ontario","Pub Dist Sch Brd (E/F)",175,205,205,205,210,195,190,185,160,180,1915
"2024-2025","B28100","CS public du Nord-Est de l'Ontario","Pub Dist Sch Brd (E/F)",175,155,195,180,170,185,175,155,120,120,1625
"2024-2025","B29114","CSDC Franco-Nord","Cath Dist Sch Brd (E/F)",140,160,160,160,165,155,165,200,200,205,1710
"2024-2025","B67326","CSDC de l'Est ontarien","Cath Dist Sch Brd (E/F)",785,760,805,845,835,840,845,795,740,755,8015
"2024-2025","B29130","CSDC des Aurores boréales","Cath Dist Sch Brd (E/F)",60,70,75,80,65,70,70,60,75,55,680
"2024-2025","B29106","CSDC des Grandes Rivières","Cath Dist Sch Brd (E/F)",350,375,330,400,370,380,380,385,365,380,3715
"2024-2025","B67334","CSDC du Centre-Est de l'Ontario","Cath Dist Sch Brd (E/F)",1960,2020,2120,2035,2170,2130,2105,2140,2075,1985,20745
"2024-2025","B29122","CSDC du Nouvel-Ontario","Cath Dist Sch Brd (E/F)",375,385,390,395,430,475,455,400,395,390,4085
"2024-2025","B67300","Conseil scolaire catholique Providence","Cath Dist Sch Brd (E/F)",715,790,805,750,730,730,765,690,675,685,7335
"2024-2025","B66311","CÉP de l'Est de l'Ontario","Pub Dist Sch Brd (E/F)",1215,1270,1365,1400,1405,1370,1405,1385,1270,1255,13345
"2024-2025","B66150","DSB Niagara","Pub Dist Sch Brd (E/F)",2450,2735,2975,3040,3100,2980,3050,3050,3080,3035,29490
"2024-2025","B28002","DSB Ontario North East","Pub Dist Sch Brd (E/F)",350,420,405,425,455,475,475,485,560,470,4520
"2024-2025","B67083","Dufferin-Peel CDSB","Cath Dist Sch Brd (E/F)",3125,3510,3745,3870,4060,4305,4280,4400,4585,4640,40520
"2024-2025","B67105","Durham CDSB","Cath Dist Sch Brd (E/F)",1440,1500,1570,1655,1590,1730,1685,1640,1630,1590,16020
"2024-2025","B66060","Durham DSB","Pub Dist Sch Brd (E/F)",4760,5445,5635,5580,5685,5725,5740,5645,5885,6010,56110
"2024-2025","B66168","Grand Erie DSB","Pub Dist Sch Brd (E/F)",1760,1945,1995,2005,2065,2070,2020,2035,2010,2070,19975
"2024-2025","B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)",2015,2295,2355,2400,2480,2445,2540,2550,2710,2690,24485
