"year","board_number","board_name","board_type","school_number","school_name","school_type","school_special_condition_code","school_level","school_language","grade_range","street","municipality","city","postal_code","enrolment","latitude","longitude","percentage_of_students_whose_first_language_is_not_english","percentage_of_students_whose_first_language_is_not_french","percentage_of_students_who_are_new_to_canada_from_a_non_english_speaking_country","percentage_of_students_who_are_new_to_canada_from_a_non_french_speaking_country","percentage_of_students_receiving_special_education_services","percentage_of_students_identified_as_gifted","percentage_of_grade_3_students_achieving_the_provincial_standard_in_reading","percentage_of_grade_3_students_achieving_the_provincial_standard_in_writing","percentage_of_grade_3_students_achieving_the_provincial_standard_in_mathematics","percentage_of_grade_6_students_achieving_the_provincial_standard_in_reading","percentage_of_grade_6_students_achieving_the_provincial_standard_in_writing","percentage_of_grade_6_students_achieving_the_provincial_standard_in_mathematics","percentage_of_grade_9_students_achieving_the_provincial_standard_in_academic_mathematics","percentage_of_grade_9_students_achieving_the_provincial_standard_in_applied_mathematics","percentage_of_students_that_passed_the_grade_10_osslt_on_their_first_attempt","percentage_of_school_aged_children_who_live_in_low_income_households","percentage_of_students_whose_parents_have_no_degree_diploma_or_certificate","percentage_of_grade_9_students_achieving_the_provincial_standard_in_mathematics"
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","285161","John T Tuck Public School","Public","Not applicable","Elementary","English","JK-8","3365 Spruce Ave","Burlington, City of","Burlington","L7N1J7","645",43.34496,-79.7701,12,99,1,3,10,2,89,85,85,97,95,64,NA,NA,NA,7,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","223746","John William Boich Public School","Public","Not applicable","Elementary","English","JK-8","2474 Sutton Dr","Burlington, City of","Burlington","L7L0G2","670",43.41157,-79.802,39,97,9,10,10,0,84,75,76,98,98,75,NA,NA,NA,6,2,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","286087","Joseph Gibbons Public School","Public","Not applicable","Elementary","English","JK-5","41 Moore Park Cres","Halton Hills, Town of","Georgetown","L7G2T3","155",43.6526,-79.9379,10,100,0,5,10,0,86,67,71,NA,NA,NA,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","408543","Joshua Creek Public School","Public","Not applicable","Elementary","English","JK-8","1450 Arrowhead Road","Oakville, Town of","Oakville","L6H7P9","880",43.49959,-79.6977,66,99,16,21,5,1,87,82,79,96,95,81,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","291536","Kilbride Public School","Public","Not applicable","Elementary","English","JK-8","6611 Panton St","Burlington, City of","Kilbride","L7P0L8","265",43.42752,-79.9364,20,100,5,0,15,0,91,96,83,100,82,39,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","299855","Kings Road Public School","Public","Not applicable","Elementary","English","JK-6","660 Greenwood Dr","Burlington, City of","Burlington","L7T3P3","315",43.31638,-79.8215,30,100,10,10,15,0,62,35,48,77,73,15,NA,NA,NA,20,10,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","304271","Lakeshore Public School","Public","Not applicable","Elementary","English","JK-6","2243 Lakeshore Rd","Burlington, City of","Burlington","L7R1B1","200",43.32995,-79.7871,15,100,5,5,15,0,73,64,68,93,93,46,NA,NA,NA,20,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","312460","Limehouse Public School","Public","Not applicable","Elementary","English","JK-5","11139 22 Side Rd","Halton Hills, Town of","Limehouse","L0P1H0","90",43.63859,-79.9798,10,100,0,0,20,0,100,71,64,NA,NA,NA,NA,NA,NA,10,10,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","924393","M M Robinson High School","Public","Not applicable","Secondary","English","9-12","2425 Upper Middle Rd","Burlington, City of","Burlington","L7P3N9","1215",43.36377,-79.8248,19,98,1,2,35,3,NA,NA,NA,NA,NA,NA,NA,NA,80,7,3,43
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","495263","Makwendam Public School","Public","Not applicable","Elementary","English","JK-6","565 Woodview Rd","Burlington, City of","Burlington","L7N2Z9","240",43.35179,-79.7777,20,95,5,0,20,0,100,75,65,97,94,53,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","334693","Maple Grove Public School","Public","Not applicable","Elementary","English","JK-8","288 Maple Grove Dr","Oakville, Town of","Oakville","L6J4V5","535",43.47371,-79.6505,37,99,12,15,18,0,85,78,81,84,88,52,NA,NA,NA,9,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","336122","Maplehurst Public School","Public","Not applicable","Elementary","English","JK-6","481 Plains Rd E","Burlington, City of","Burlington","L7T2E2","320",43.3194,-79.8377,20,100,0,0,10,0,94,79,62,93,98,80,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","345229","Martin Street Public School","Public","Not applicable","Elementary","English","JK-8","184 Martin St","Milton, Town of","Milton","L9T2R4","685",43.51659,-79.8883,48,97,5,6,14,1,77,65,35,97,99,57,NA,NA,NA,13,3,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","353183","McKenzie-Smith Bennett Public School","Public","Not applicable","Elementary","English","JK-8","69 Acton Blvd","Halton Hills, Town of","Acton","L7J2H4","305",43.63864,-80.032,5,100,0,0,20,0,69,51,51,85,76,42,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","926736","Milton District High School","Public","Not applicable","Secondary","English","9-12","396 Williams Ave","Milton, Town of","Milton","L9T2G4","1565",43.50583,-79.8709,42,97,3,4,21,5,NA,NA,NA,NA,NA,NA,NA,NA,92,12,2,48
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","368857","Mohawk Gardens Public School","Public","Not applicable","Elementary","English","JK-6","5280 Spruce Ave","Burlington, City of","Burlington","L7L1N3","425",43.37109,-79.7401,25,100,5,10,10,0,63,59,59,68,68,17,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","376086","Montclair Public School","Public","Not applicable","Elementary","English","JK-8","1285 Montclair Dr","Oakville, Town of","Oakville","L6H1Z3","475",43.46311,-79.6991,50,100,15,20,10,0,73,55,45,76,66,32,NA,NA,NA,20,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","380199","Munn's Public School","Public","Not applicable","Elementary","English","1-8","1511 Sixth Line","Oakville, Town of","Oakville","L6H1X8","455",43.46554,-79.7095,60,100,5,0,10,0,92,85,87,100,100,90,NA,NA,NA,15,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","928160","Nelson High School","Public","Not applicable","Secondary","English","9-12","4181 New St","Burlington, City of","Burlington","L7L1T3","1410",43.35804,-79.7653,15,98,1,2,35,8,NA,NA,NA,NA,NA,NA,NA,NA,88,9,1,48
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","383570","New Central Public School","Public","Not applicable","Elementary","English","JK-6","133 Balsam Dr","Oakville, Town of","Oakville","L6J3X4","260",43.45342,-79.6619,25,95,5,10,10,0,97,81,71,97,94,50,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","932060","Oakville Trafalgar High School","Public","Not applicable","Secondary","English","9-12","1460 Devon Rd","Oakville, Town of","Oakville","L6J3L6","1355",43.4729,-79.6548,39,97,7,8,23,10,NA,NA,NA,NA,NA,NA,NA,NA,95,10,1,84
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","414646","Oakwood Public School","Public","Not applicable","Elementary","English","JK-6","357 Bartos Dr","Oakville, Town of","Oakville","L6K3E5","255",43.44721,-79.6833,45,95,20,20,10,0,81,67,67,NA,NA,NA,NA,NA,NA,30,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","076727","Oodenawi Public School","Public","Not applicable","Elementary","English","JK-8","385 Sixteen Mile Drive","Oakville, Town of","Oakville","L6M0Z4","1005",43.47354,-79.7435,68,99,16,22,9,1,91,82,81,98,94,67,NA,NA,NA,15,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","421472","Orchard Park Public School","Public","Not applicable","Elementary","English","JK-8","5151 Dryden Ave","Burlington, City of","Burlington","L7L7J3","490",43.40192,-79.7971,45,100,0,10,10,0,90,85,81,91,96,69,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","310777","P. L. Robertson Public School","Public","Not applicable","Elementary","English","JK-8","840 Scott Blvd.","Milton, Town of","Milton","L9T2C9","940",43.48768,-79.871,61,99,12,13,10,0,82,72,72,89,88,48,NA,NA,NA,12,2,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","154705","Palermo Public School","Public","Not applicable","Elementary","English","JK-8","2561 Valleyridge Drive","Oakville, Town of","Oakville","L6M5H4","545",43.43208,-79.7762,51,99,9,11,7,0,91,88,76,93,96,51,NA,NA,NA,12,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","433888","Park Public School","Public","Not applicable","Elementary","English","JK-6","6 Hyde Park Dr","Halton Hills, Town of","Georgetown","L7G2B6","195",43.64456,-79.9307,10,100,0,0,5,0,75,58,67,NA,NA,NA,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","070734","Paul A Fisher Public School","Public","Not applicable","Elementary","English","JK-6","2175 Cavendish Dr","Burlington, City of","Burlington","L7P3J8","285",43.35697,-79.8408,20,95,0,0,10,0,86,83,71,73,80,33,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","437565","Pauline Johnson Public School","Public","Not applicable","Elementary","English","JK-6","4350 Longmoor Dr","Burlington, City of","Burlington","L7L1X7","225",43.36585,-79.7641,10,100,0,5,10,0,70,70,55,96,96,46,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","442011","Pilgrim Wood Public School","Public","Not applicable","Elementary","English","JK-8","1551 Pilgrims Way","Oakville, Town of","Oakville","L6M2W7","795",43.43417,-79.7289,49,99,13,16,30,24,91,86,85,98,97,82,NA,NA,NA,11,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","444022","Pine Grove Public School","Public","Not applicable","Elementary","English","1-8","529 Fourth Line","Oakville, Town of","Oakville","L6L5A8","440",43.43097,-79.6975,40,95,5,0,10,0,98,92,69,96,98,82,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","445193","Pineland Public School","Public","Not applicable","Elementary","English","JK-8","5121 Meadowhill Rd","Burlington, City of","Burlington","L7L3K7","485",43.36769,-79.7465,20,100,0,0,10,5,92,85,73,100,97,62,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","445452","Pineview Public School","Public","Not applicable","Elementary","English","JK-5","13074 5 Side Rd RR 2","Halton Hills, Town of","Georgetown","L7G4S5","200",43.58791,-79.866,15,100,0,0,10,0,72,75,50,NA,NA,NA,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","451720","Post's Corners Public School","Public","Not applicable","Elementary","English","JK-8","2220 Caldwell Dr","Oakville, Town of","Oakville","L6H6B5","835",43.4757,-79.7146,58,100,27,33,8,0,88,91,82,94,97,56,NA,NA,NA,21,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","485438","River Oaks Public School","Public","Not applicable","Elementary","English","JK-8","2173 Munn's Ave","Oakville, Town of","Oakville","L6H3S9","665",43.46501,-79.7222,52,100,13,16,10,1,86,66,41,94,85,62,NA,NA,NA,11,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","487252","Robert Baldwin Public School","Public","Not applicable","Elementary","English","JK-5","180 Wilson Dr","Milton, Town of","Milton","L9T3J9","350",43.52641,-79.8783,30,95,0,0,10,0,73,73,53,NA,NA,NA,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","487570","Robert Little Public School","Public","Not applicable","Elementary","English","JK-6","41 School Lane","Halton Hills, Town of","Acton","L7J1B9","310",43.63312,-80.0432,5,100,0,0,20,0,84,49,58,82,86,49,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","489395","Rolling Meadows Public School","Public","Not applicable","Elementary","English","JK-8","1522 Mountain Grove Ave","Burlington, City of","Burlington","L7P2H5","455",43.35804,-79.8275,20,95,5,5,20,0,68,52,64,91,75,41,NA,NA,NA,15,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","556807","Sam Sherratt Public School","Public","Not applicable","Elementary","English","JK-8","649 Laurier Ave","Milton, Town of","Milton","L9T4N4","455",43.51383,-79.8604,30,95,10,10,30,20,73,69,60,92,88,57,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","510289","Sheridan Public School","Public","Not applicable","Elementary","English","JK-5","1555 Lancaster Dr","Oakville, Town of","Oakville","L6H3H4","210",43.48198,-79.6903,30,100,5,10,5,0,81,76,76,NA,NA,NA,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","510130","Silver Creek Public School","Public","Not applicable","Elementary","English","JK-8","170 Eaton St","Milton, Town of","Georgetown","L7G5V6","505",43.63103,-79.8939,18,99,3,4,23,1,90,78,68,87,85,48,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","515353","Sir Ernest Macmillan Public School","Public","Not applicable","Elementary","English","JK-8","1350 Headon Rd","Burlington, City of","Burlington","L7M1V8","305",43.36889,-79.8071,20,100,0,5,15,0,90,71,81,91,93,52,NA,NA,NA,5,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","536881","Stewarttown Middle School","Public","Not applicable","Elementary","English","6-8","13068 15 Side Rd RR 2","Halton Hills, Town of","Georgetown","L7G4S5","325",43.62857,-79.9204,20,100,5,5,30,5,NA,NA,NA,90,93,63,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","543217","Sunningdale Public School","Public","Not applicable","Elementary","English","1-8","1434 Oxford Ave","Oakville, Town of","Oakville","L6H1T4","480",43.45889,-79.7122,50,100,5,5,10,0,93,92,64,95,94,66,NA,NA,NA,10,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","550361","Tecumseh Public School","Public","Not applicable","Elementary","English","JK-8","3141 Woodward Ave","Burlington, City of","Burlington","L7N2M3","330",43.3469,-79.7887,25,95,5,5,25,0,58,47,32,67,62,19,NA,NA,NA,20,10,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","947539","Thomas A Blakelock High School","Public","Not applicable","Secondary","English","9-12","1160 Rebecca St","Oakville, Town of","Oakville","L6L1Y9","990",43.41991,-79.6948,34,97,6,6,22,1,NA,NA,NA,NA,NA,NA,NA,NA,91,12,2,68
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","393777","Tiger Jeet Singh Public School","Public","Not applicable","Elementary","English","JK-8","650 Yates Drive","Milton, Town of","Milton","L9T7P6","1030",43.50848,-79.8536,54,99,9,10,11,0,77,65,51,91,86,45,NA,NA,NA,13,2,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","557269","Tom Thomson Public School","Public","Not applicable","Elementary","English","JK-6","2171 Prospect St","Burlington, City of","Burlington","L7R1Z6","365",43.33832,-79.8045,20,100,10,10,10,0,74,63,53,90,78,45,NA,NA,NA,20,0,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","369253","Viola Desmond Public School","Public","Not applicable","Elementary","English","JK-8","1450 Leger Way","Milton, Town of","Milton","L9E1H9","1075",43.48978,-79.8611,69,99,8,10,8,0,70,53,39,88,93,43,NA,NA,NA,15,2,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","579742","W H Morden Public School","Public","Not applicable","Elementary","English","JK-8","180 Morden Rd","Oakville, Town of","Oakville","L6K2S3","550",43.43418,-79.6859,55,100,8,9,57,50,81,75,62,94,96,74,NA,NA,NA,14,2,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","579874","W I Dick Middle School","Public","Not applicable","Elementary","English","5-8","351 Highside Dr","Milton, Town of","Milton","L9T1W8","410",43.52116,-79.8877,25,95,0,5,25,0,NA,NA,NA,93,97,66,NA,NA,NA,10,5,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","597260","West Oak Public School","Public","Not applicable","Elementary","English","JK-8","2071 Fourth Line","Oakville, Town of","Oakville","L6M3K1","765",43.44849,-79.7362,52,99,13,17,11,0,90,83,85,95,96,64,NA,NA,NA,11,1,NA
"2021-2022","B66133","Halton DSB","Pub Dist Sch Brd (E/F)","953121","White Oaks High School","Public","Not applicable","Secondary","English","9-12","1330 Montclair Dr","Oakville, Town of","Oakville","L6H1Z5","2270",43.46353,-79.7015,69,98,12,13,19,4,NA,NA,NA,NA,NA,NA,NA,NA,90,15,2,78
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","743868","Annunciation of Our Lord Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","250 Limeridge Road West","Hamilton, City of","Hamilton","L9C2V2","645",43.2237,-79.896,16,100,7,6,10,0,67,60,51,78,76,37,NA,NA,NA,25,6,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","689750","Bishop Ryan Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","1824 Rymal Road East","Hamilton, Township of","Hannon","L0R1P0","2165",43.18156,-79.8164,19,99,3,3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,78,13,6,47
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","689386","Bishop Tonnos Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","100 Panabaker Dr","Hamilton, Township of","Ancaster","L9G5E3","1260",43.2017,-79.9952,13,100,2,3,16,2,NA,NA,NA,NA,NA,NA,NA,NA,81,10,5,73
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","690279","Blessed Sacrament Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","315 East 37th St","Hamilton, Township of","Hamilton","L8V4B5","225",43.22758,-79.8416,30,100,10,15,10,0,85,62,69,96,100,69,NA,NA,NA,20,5,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","693650","Canadian Martyrs Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","1355 Main St W","Hamilton, Township of","Hamilton","L8S4M7","160",43.25739,-79.9208,20,100,15,15,15,0,83,83,72,95,95,57,NA,NA,NA,40,10,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","695343","Cathedral High School","Catholic","Not applicable","Secondary","English","9-12","30 Wentworth St N","Hamilton, Township of","Hamilton","L8L8H5","1280",43.25115,-79.8546,28,99,10,10,24,0,NA,NA,NA,NA,NA,NA,NA,NA,57,32,20,34
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","699500","Corpus Christi Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","25 Alderson Dr","Hamilton, Township of","Hamilton","L9B1G3","415",43.19918,-79.8967,10,100,0,0,10,0,95,89,92,90,94,71,NA,NA,NA,10,0,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","710997","Guardian Angels Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","705 Centre Rd RR2","Hamilton, Township of","Hamilton","L8N2Z7","475",43.3438,-79.9143,0,100,0,0,10,0,85,82,71,94,96,71,NA,NA,NA,5,0,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","717053","Holy Name of Jesus Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","181 Belmont Ave","Hamilton, Township of","Hamilton","L8L7M5","390",43.25009,-79.8222,10,100,0,5,15,0,62,54,54,79,61,27,NA,NA,NA,35,15,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","704288","Holy Name of Mary Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","161 Meadowlands Blvd","Hamilton, Township of","Ancaster","L9K1H8","365",43.2203,-79.9453,10,100,5,10,10,0,94,86,80,97,100,69,NA,NA,NA,10,0,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","819028","Immaculate Conception Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","470 Kitty Murray Lane","Hamilton, City of","Ancaster","L9K0C3","565",43.2095,-79.9541,8,100,2,2,10,0,85,80,73,93,89,52,NA,NA,NA,13,1,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","721972","Immaculate Heart of Mary Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","190 Glover Road","Hamilton, Township of","Stoney Creek","L8E5H7","350",43.2086,-79.6822,5,100,0,0,10,0,85,76,82,93,97,67,NA,NA,NA,10,5,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","735799","Our Lady of Hope Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","400 Pumpkin Pass","Hamilton, City of","Binbrook","L0R1C0","500",43.13029,-79.82635,5,100,0,0,5,0,73,57,55,94,94,51,NA,NA,NA,10,0,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","745650","Our Lady of Lourdes Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","420 Mohawk Rd E","Hamilton, Township of","Hamilton","L8V2H7","300",43.22246,-79.8578,15,100,0,0,10,0,71,38,38,88,72,31,NA,NA,NA,35,10,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","742350","Our Lady of Mount Carmel Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","1624 Centre Rd","Hamilton, Township of","Carlisle","L0R1H0","270",43.404,-79.9945,0,100,0,0,10,0,92,84,68,100,96,79,NA,NA,NA,10,0,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","748544","Our Lady of Peace Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","252 Dewitt Rd","Hamilton, Township of","Stoney Creek","L8E2R1","315",43.22121,-79.71,10,100,5,5,10,0,82,75,68,100,100,67,NA,NA,NA,15,10,NA
"2021-2022","B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","748633","Our Lady of the Assumption Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","103 Fletcher Road","Hamilton, Township of","Hannon","L0R1P0","745",43.1736,-79.7703,15,100,5,6,7,0,86,84,75,88,94,67,NA,NA,NA,13,3,NA
