"year","course_code","course_description","grade","pathway_or_destination","enrolment"
"2023-2024","LNOAO","Ojibwe","Level 1","Open (Grade 9 - 12 level)","1440"
"2023-2024","LNOBO","Ojibwe","Level 2","Open (Grade 9 - 12 level)","550"
"2023-2024","LNOCO","Ojibwe","Level 3","Open (Grade 9 - 12 level)","210"
"2023-2024","LNODO","Ojibwe","Level 4","Open (Grade 9 - 12 level)","65"
"2023-2024","LNOEO","Ojibwe","Level 5","Open (Grade 9 - 12 level)","20"
"2023-2024","LSA4T","American Sign language","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","LSQBO","Langue des signes québécoise, langue seconde, Niveau 1","Level 2","Open (Grade 9 - 12 level)","<10"
"2023-2024","LVLBD","Latin","Level 2","Academic (Grade 9 & 10 level)","325"
"2023-2024","LVLCU","Latin","Level 3","University Preparation (Grade 11 & 12 level)","100"
"2023-2024","LVLDU","Latin","Level 4","University Preparation (Grade 11 & 12 level)","90"
"2023-2024","LVV4U","Classical Civilization","Grade 12","University Preparation (Grade 11 & 12 level)","590"
"2023-2024","LWGBD","German","Level 2","Academic (Grade 9 & 10 level)","75"
"2023-2024","LWGBO","German","Level 2","Open (Grade 9 - 12 level)","30"
"2023-2024","LWGCU","German","Level 3","University Preparation (Grade 11 & 12 level)","15"
"2023-2024","LWGDU","German","Level 4","University Preparation (Grade 11 & 12 level)","20"
"2023-2024","LWIBD","Italian","Level 2","Academic (Grade 9 & 10 level)","320"
"2023-2024","LWIBO","Italian","Level 2","Open (Grade 9 - 12 level)","15"
"2023-2024","LWICU","Italian","Level 3","University Preparation (Grade 11 & 12 level)","90"
"2023-2024","LWIDU","Italian","Level 4","University Preparation (Grade 11 & 12 level)","40"
"2023-2024","LWPBD","Portuguese","Level 2","Academic (Grade 9 & 10 level)","50"
"2023-2024","LWSBD","Spanish","Level 2","Academic (Grade 9 & 10 level)","5010"
"2023-2024","LWSBO","Spanish","Level 2","Open (Grade 9 - 12 level)","700"
"2023-2024","LWSCO","Spanish","Level 3","Open (Grade 9 - 12 level)","60"
"2023-2024","LWSCU","Spanish","Level 3","University Preparation (Grade 11 & 12 level)","1375"
"2023-2024","LWSDO","Spanish","Level 4","Open (Grade 9 - 12 level)","<10"
"2023-2024","LWSDU","Spanish","Level 4","University Preparation (Grade 11 & 12 level)","780"
"2023-2024","LYABD","Arabic","Level 2","Academic (Grade 9 & 10 level)","70"
"2023-2024","LYABO","Arabic","Level 2","Open (Grade 9 - 12 level)","<10"
"2023-2024","LYACO","Arabic","Level 3","Open (Grade 9 - 12 level)","<10"
"2023-2024","LYACU","Arabic","Level 3","University Preparation (Grade 11 & 12 level)","15"
"2023-2024","LYADU","Arabic","Level 4","University Preparation (Grade 11 & 12 level)","<10"
"2023-2024","MAP4C","Foundations for College Mathematics","Grade 12","College Preparation (Grade 11 & 12 level)","25395"
"2023-2024","MBA4T","Introduction to Personal Finance","Grade 12","College Delivered (Dual Credits)","140"
"2023-2024","MBF3C","Foundations for College Mathematics","Grade 11","College Preparation (Grade 11 & 12 level)","38680"
"2023-2024","MCF3M","Functions and Applications","Grade 11","University/College Preparation (Grade 11 & 12 level)","28805"
"2023-2024","MCR3U","Functions","Grade 11","University Preparation (Grade 11 & 12 level)","94340"
"2023-2024","MCT4C","Mathematics for College Technology","Grade 12","College Preparation (Grade 11 & 12 level)","1605"
"2023-2024","MCV4U","Calculus and Vectors","Grade 12","University Preparation (Grade 11 & 12 level)","46385"
"2023-2024","MDM4U","Mathematics of Data Management","Grade 12","University Preparation (Grade 11 & 12 level)","33490"
"2023-2024","MEL3E","Mathematics for Work and Everyday Life","Grade 11","Workplace Preparation (Grade 11 & 12 level)","20675"
"2023-2024","MEL4E","Mathematics for Work and Everyday Life","Grade 12","Workplace Preparation (Grade 11 & 12 level)","4345"
"2023-2024","MFM1P","Foundations of Mathematics","Grade 9","Applied (Grade 9 & 10 level)","60"
"2023-2024","MFM2P","Foundations of Mathematics","Grade 10","Applied (Grade 9 & 10 level)","32440"
"2023-2024","MHF4U","Advanced Functions","Grade 12","University Preparation (Grade 11 & 12 level)","70030"
"2023-2024","MIC4T","Computer Mathematics","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","MIK4T","Trade Math","Grade 12","College Delivered (Dual Credits)","30"
"2023-2024","MPM1D","Principles of Mathematics","Grade 9","Academic (Grade 9 & 10 level)","30"
"2023-2024","MPM2D","Principles of Mathematics","Grade 10","Academic (Grade 9 & 10 level)","132160"
"2023-2024","MTH1W","Mathematics, Grade 9","Grade 9","Destreamed Guideline Course","164090"
"2023-2024","NAA4T","Aboriginal History and Culture","Grade 12","College Delivered (Dual Credits)","50"
"2023-2024","NAC1O","Expressions of First Nations, Métis and Inuit Cultures","Grade 9","Open (Grade 9 - 12 level)","13825"
"2023-2024","NAC2O","First Nations, Métis, and Inuit Peoples in Canada","Grade 10","Open (Grade 9 - 12 level)","3045"
"2023-2024","NAE4T","Aboriginal People and Canadian Society - Introduction","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","NAH4T","Aboriginal Peoples and Diversity in Canada","Grade 12","College Delivered (Dual Credits)","35"
"2023-2024","NAI4T","Native culture","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","NAK4T","Indigenous Storytelling","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","NAO4T","Ojibway Language and Culture","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","NBC4T","Sociology of Community: The Aboriginal Context","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","NBD4T","Indigenous Identity and Relationship to Land","Grade 12","College Delivered (Dual Credits)","10"
"2023-2024","NBE3C","Understanding Contemporary First Nations, Métis, and Inuit Voices","Grade 11","College Preparation (Grade 11 & 12 level)","27430"
"2023-2024","NBE3E","Contemporary First Nations, Métis, and Inuit Voices","Grade 11","Workplace Preparation (Grade 11 & 12 level)","3015"
"2023-2024","NBE3U","Understanding Contemporary First Nations, Métis, and Inuit Voices","Grade 11","University Preparation (Grade 11 & 12 level)","71860"
"2023-2024","NBF3C","French : Découvrir les voix contemporaines des Premières Nations, des Métis et des Inuits","Grade 11","College Preparation (Grade 11 & 12 level)","35"
"2023-2024","NBF3E","Contemporary First Nations, Métis, and Inuit Voices","Grade 11","Workplace Preparation (Grade 11 & 12 level)","<10"
"2023-2024","NBF3U","French : Découvrir les voix contemporaines des Premières Nations, des Métis et des Inuits","Grade 11","University Preparation (Grade 11 & 12 level)","130"
"2023-2024","NBJ4T","Indigenous Perspectives","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","NBV3C","World Views and Aspirations of First Nations, Métis, and Inuit Peoples in Canada","Grade 11","College Preparation (Grade 11 & 12 level)","825"
"2023-2024","NBV3E","World Views and Aspirations of First Nations, Métis, and Inuit Peoples in Canada","Grade 11","Workplace Preparation (Grade 11 & 12 level)","880"
"2023-2024","NDA3M","Contemporary First Nations, Métis, and Inuit Issues and Perspectives","Grade 11","University/College Preparation (Grade 11 & 12 level)","1010"
"2023-2024","NDG4M","First Nations, Métis, and Inuit Governance in Canada","Grade 12","University/College Preparation (Grade 11 & 12 level)","180"
"2023-2024","NDH4T","Culture métisse : histoire d'un peuple veillant","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","NDW4M","Contemporary Indigenous Issues and Perspectives in a Global Context","Grade 12","University/College Preparation (Grade 11 & 12 level)","2375"
"2023-2024","OLC3O","Ontario Secondary School Literacy Course","Grade 11","Open (Grade 9 - 12 level)","1985"
"2023-2024","OLC4O","Ontario Secondary School Literacy Course","Grade 12","Open (Grade 9 - 12 level)","22065"
"2023-2024","PAA4T","Guiding and Outdoor Skills","Grade 12","College Delivered (Dual Credits)","55"
"2023-2024","PAD1O","Healthy Living and Outdoor Activities","Grade 9","Open (Grade 9 - 12 level)","685"
"2023-2024","PAD2O","Healthy Living and Outdoor Activities","Grade 10","Open (Grade 9 - 12 level)","2145"
"2023-2024","PAD3O","Healthy Living and Outdoor Activities","Grade 11","Open (Grade 9 - 12 level)","4610"
"2023-2024","PAD4O","Healthy Living and Outdoor Activities","Grade 12","Open (Grade 9 - 12 level)","1175"
"2023-2024","PAE4T","Fitness and Lifestyle Management","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","PAF1O","Healthy Living and Personal and Fitness Activities","Grade 9","Open (Grade 9 - 12 level)","6635"
"2023-2024","PAF2O","Healthy Living and Personal and Fitness Activities","Grade 10","Open (Grade 9 - 12 level)","22045"
"2023-2024","PAF3O","Healthy Living and Personal and Fitness Activities","Grade 11","Open (Grade 9 - 12 level)","36405"
"2023-2024","PAF4O","Healthy Living and Personal and Fitness Activities","Grade 12","Open (Grade 9 - 12 level)","19980"
"2023-2024","PAI1O","Healthy Living and Individual and Small Group Activities","Grade 9","Open (Grade 9 - 12 level)","2975"
"2023-2024","PAI2O","Healthy Living and Individual and Small Group Activities","Grade 10","Open (Grade 9 - 12 level)","2260"
"2023-2024","PAI3O","Healthy Living and Individual and Small Group Activities","Grade 11","Open (Grade 9 - 12 level)","4230"
"2023-2024","PAI4O","Healthy Living and Individual and Small Group Activities","Grade 12","Open (Grade 9 - 12 level)","1765"
"2023-2024","PAL1O","Healthy Living and Large Group Activities","Grade 9","Open (Grade 9 - 12 level)","2810"
"2023-2024","PAL2O","Healthy Living and Large Group Activities","Grade 10","Open (Grade 9 - 12 level)","5660"
"2023-2024","PAL3O","Healthy Living and Large Group Activities","Grade 11","Open (Grade 9 - 12 level)","6000"
"2023-2024","PAL4O","Healthy Living and Large Group Activities","Grade 12","Open (Grade 9 - 12 level)","2515"
"2023-2024","PAQ1O","Healthy Living and Aquatics","Grade 9","Open (Grade 9 - 12 level)","25"
"2023-2024","PAQ2O","Healthy Living and Aquatics","Grade 10","Open (Grade 9 - 12 level)","150"
"2023-2024","PAQ3O","Healthy Living and Aquatics","Grade 11","Open (Grade 9 - 12 level)","165"
"2023-2024","PAQ4O","Healthy Living and Aquatics","Grade 12","Open (Grade 9 - 12 level)","80"
"2023-2024","PAR1O","Healthy Living and Rhythm and Movement","Grade 9","Open (Grade 9 - 12 level)","455"
"2023-2024","PAR2O","Healthy Living and Rhythm and Movement","Grade 10","Open (Grade 9 - 12 level)","430"
"2023-2024","PAR3O","Healthy Living and Rhythm and Movement","Grade 11","Open (Grade 9 - 12 level)","565"
"2023-2024","PAR4O","Healthy Living and Rhythm and Movement","Grade 12","Open (Grade 9 - 12 level)","320"
"2023-2024","PHA4T","Client Care Issues","Grade 12","College Delivered (Dual Credits)","25"
"2023-2024","PHF4T","Emergency Patient Care","Grade 12","College Delivered (Dual Credits)","195"
"2023-2024","PHG4T","PSW Foundations","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","PHH4T","Patient Care","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","PHJ4T","Health Sciences Careers","Grade 12","College Delivered (Dual Credits)","50"
"2023-2024","PHM4T","Health Care in Canada","Grade 12","College Delivered (Dual Credits)","45"
"2023-2024","PHS4T","Medical Terminology","Grade 12","College Delivered (Dual Credits)","80"
"2023-2024","PHW4T","Anatomy and Physiology","Grade 12","College Delivered (Dual Credits)","180"
"2023-2024","PHY4T","Medical Terminology","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","PLF4M","Recreation and Healthy Active Living Leadership, Grade 12","Grade 12","University/College Preparation (Grade 11 & 12 level)","16920"
"2023-2024","PLG4T","Fitness and Leisure Management","Grade 12","College Delivered (Dual Credits)","25"
"2023-2024","PLI4T","Fitness","Grade 12","College Delivered (Dual Credits)","60"
"2023-2024","PLJ4T","Activity Leadership","Grade 12","College Delivered (Dual Credits)","65"
"2023-2024","PLK4T","Journey to Great Health and Fitness","Grade 12","College Delivered (Dual Credits)","55"
"2023-2024","PLP4T","Foundations of Exercise Training","Grade 12","College Delivered (Dual Credits)","15"
"2023-2024","PPA4T","Addictions","Grade 12","College Delivered (Dual Credits)","55"
"2023-2024","PPF1O","Vie active et santé (filles)","Grade 9","Open (Grade 9 - 12 level)","220"
"2023-2024","PPF2O","Vie active et santé (filles)","Grade 10","Open (Grade 9 - 12 level)","40"
"2023-2024","PPG4T","Exploration en santé","Grade 12","College Delivered (Dual Credits)","40"
"2023-2024","PPH4T","Lifestyle Management","Grade 12","College Delivered (Dual Credits)","125"
