"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa04","moa512","moa1318","moa19"
2025,12,"532","532 - Oshawa",6200,4256,1589,355,4256,817,1127,747,4685,768,3053,3147,1043,1436,726,2995
2025,12,"535","535 - Toronto",126147,89672,24779,11696,89672,15448,21027,13174,94437,18536,67804,58343,19471,26974,18985,60717
2025,12,"537","537 - Hamilton",13881,9280,3540,1061,9280,1793,2808,1661,10436,1784,6953,6928,2310,2879,1638,7054
2025,12,"539","539 - St. Catharines--Niagara",10880,7463,2758,659,7463,1365,2052,1445,8097,1338,5424,5456,1635,2050,1296,5899
2025,12,"541","541 - Kitchener--Cambridge--Waterloo",9872,6745,2410,717,6745,1194,1933,1071,7491,1310,4933,4939,1589,1998,1161,5124
2025,12,"543","543 - Brantford",2588,1758,735,95,1758,346,484,338,1992,258,1242,1346,473,565,325,1225
2025,12,"550","550 - Guelph",2027,1463,476,88,1463,236,328,219,1542,266,1017,1010,354,474,290,909
2025,12,"555","555 - London",11278,7575,2723,980,7575,1432,2271,1394,8454,1430,5537,5741,1841,2209,1272,5956
2025,12,"559","559 - Windsor",8425,5442,2087,896,5442,1041,1942,1110,6100,1215,4197,4228,1371,1716,978,4360
2025,12,"568","568 - Barrie",3137,2266,731,140,2266,425,446,358,2384,395,1609,1528,635,793,380,1329
2025,12,"580","580 - Greater Sudbury",2977,2126,746,105,2126,389,462,348,2325,304,1470,1507,511,660,305,1501
2025,12,"595","595 - Thunder Bay",1984,1395,514,75,1395,249,340,245,1542,197,972,1012,337,357,226,1064
2026,3,"505","505 - Ottawa--Gatineau",19146,13002,4477,1667,13002,2287,3857,2167,14112,2867,9285,9861,3520,4295,2017,9314
2026,3,"521","521 - Kingston",2851,2039,686,126,2039,339,473,359,2177,315,1455,1396,427,601,292,1531
2026,3,"529","529 - Peterborough",2918,2090,680,148,2090,369,459,386,2198,334,1534,1384,400,524,303,1691
2026,3,"532","532 - Oshawa",6306,4368,1595,343,4368,831,1107,779,4715,812,3151,3155,1015,1453,772,3066
2026,3,"535","535 - Toronto",125611,89531,24570,11510,89531,15363,20717,12896,93872,18843,67242,58369,17936,27495,16723,63457
2026,3,"537","537 - Hamilton",14278,9609,3602,1067,9609,1869,2800,1700,10756,1822,7194,7084,2208,3066,1672,7332
2026,3,"539","539 - St. Catharines--Niagara",10921,7571,2709,641,7571,1348,2002,1471,8095,1355,5459,5462,1446,2155,1244,6076
2026,3,"541","541 - Kitchener--Cambridge--Waterloo",10098,6916,2451,731,6916,1242,1940,1133,7643,1322,4986,5112,1533,2197,1044,5324
2026,3,"543","543 - Brantford",2606,1795,716,95,1795,335,476,336,2019,251,1273,1333,405,620,328,1253
2026,3,"550","550 - Guelph",2045,1476,494,75,1476,248,321,230,1545,270,1027,1018,305,485,274,981
2026,3,"555","555 - London",11320,7607,2737,976,7607,1430,2283,1388,8527,1405,5548,5772,1673,2346,1207,6094
2026,3,"559","559 - Windsor",8496,5538,2071,887,5538,1030,1928,1109,6162,1225,4224,4272,1240,1848,918,4490
2026,3,"568","568 - Barrie",3162,2296,729,137,2296,418,448,360,2414,388,1660,1502,606,782,375,1399
2026,3,"580","580 - Greater Sudbury",3028,2189,754,85,2189,386,453,355,2358,315,1518,1510,514,644,346,1524
2026,3,"595","595 - Thunder Bay",2057,1467,517,73,1467,255,335,251,1600,206,1023,1034,365,402,232,1058
